Protein_DTO_ID,Gene Symbol,UniProt_ID,Canonical_Smiles,pKd_Median
DTO_03100170,GSG2,Q8TF76,CN1CCC(CNc2ccc3ncc(c4cccc(OC(F)(F)F)c4)n3n2)CC1,8.119186408
DTO_03100006,ABL1,P00519,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,8.136677
DTO_03100231,KIT,P10721,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,8.200659
DTO_03100430,PLK1,P53350,NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccccc34,8.200659451
DTO_03100403,PDGFRA,P16234,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,8.221849
DTO_03100154,FLT3,P36888,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,8.244125
DTO_03100090,CSF1R,P07333,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,8.244125
DTO_03100124,EGFR,P00533,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,8.244125144
DTO_03100326,MAPK14,Q16539,Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,8.251811973
DTO_03100106,DDR2,Q16832,COc1c(NC(=O)c2cc3cccc(Oc4ccnc(c4)C(=O)N5CCN(C)CC5)c3n2C)cc(cc1NS(=O)(=O)C)C(C)(C)C,8.259637311
DTO_03100326,MAPK14,Q16539,COc1c(NC(=O)c2cc3cccc(Oc4ccnc(c4)C(=O)N5CCN(C)CC5)c3n2C)cc(cc1NS(=O)(=O)C)C(C)(C)C,8.259637311
DTO_03100210,CSNK1E,P49674,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,8.26760624
DTO_03100404,PDGFRB,P09619,N#Cc1cccc(Nc2oc(cn2)c3ccccc3)c1,8.27572413
DTO_03100105,DDR1,Q08345,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,8.29243
DTO_03100411,PIP4K2C,Q8TBX8,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,8.301029996
DTO_03100144,PTK2,Q05397,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,8.30103
DTO_03100424,PIK3CD,O00329,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,8.318758763
DTO_03100345,MTOR,P42345,CCc1ncnc(N2CCN(CC2)C(=O)C)c1C#Cc3ccc(N)nc3,8.337242168
DTO_03100105,DDR1,Q08345,COC(=O)Nc1nc2cc(ccc2[nH]1)S(=O)(=O)c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3,8.346787486
DTO_03100366,NLK,Q9UBE8,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,8.387216
DTO_03100208,CSNK1A1,P48729,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,8.397940009
DTO_03100404,PDGFRB,P09619,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,8.49485
DTO_03100549,TYK2,P29597,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,8.537602
DTO_03100425,PIK3CG,P48736,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,8.552841969
DTO_03100144,PTK2,Q05397,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,8.619789
DTO_03100321,MAPK9,P45984,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,8.619789
DTO_03100322,MAPK10,P53779,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,8.638272
DTO_03100431,PLK2,Q9NYY3,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,8.657577
DTO_03100105,DDR1,Q08345,COc1c(NC(=O)c2cc3cccc(Oc4ccnc(c4)C(=O)N5CCN(C)CC5)c3n2C)cc(cc1NS(=O)(=O)C)C(C)(C)C,8.677780705
DTO_03100403,PDGFRA,P16234,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,8.677781
DTO_03100560,KDR,P35968,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,8.69897
DTO_03100105,DDR1,Q08345,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,8.721246
DTO_03100404,PDGFRB,P09619,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,8.721246
DTO_03100209,CSNK1D,P48730,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,8.721246399
DTO_03100113,DYRK1A,Q13627,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,8.795880017
DTO_03100431,PLK2,Q9NYY3,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,8.823908741
DTO_03100090,CSF1R,P07333,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,8.823909
DTO_03100138,EPHB6,O15197,Cc1cc(cc(C)c1C=Cc2cncc(c2)c3nn[nH]n3)c4ccccn4,8.853871964
DTO_03100231,KIT,P10721,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,8.853872
DTO_03100338,MAP2K5,Q13163,CCCS(=O)(=O)Nc1ccc(F)c(c1F)n2cc(nn2)c3cncc(OC)c3,8.886056648
DTO_03100422,PIK3CA,P42336,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,8.920818754
DTO_03100022,ALK,Q9UM73,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,9
DTO_03100231,KIT,P10721,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,9.055517
DTO_03100380,PIK3C2G,O75747,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,9.102372909
DTO_03100425,PIK3CG,P48736,CCNc1ccc(cn1)c2nn(c3ccccc3C)c4c2C(C)Cc5nc(NC(=O)OC)sc45,9.107905397
DTO_03100404,PDGFRB,P09619,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,9.19382
DTO_03100115,DYRK2,Q92630,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,9.207608311
DTO_03100425,PIK3CG,P48736,COC1(CCN(C)CC1)C#Cc2ccc(Cl)c(c2)c3ncc4CCc5nc(NC(=O)C)sc5c4n3,9.318758763
DTO_03100326,MAPK14,Q16539,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,9.327902
DTO_03100425,PIK3CG,P48736,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,9.346787486
DTO_03100432,PLK3,Q9H4B4,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,9.37675071
DTO_03100461,ROS1,P08922,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,9.39794
DTO_03100345,MTOR,P42345,CNC(=O)c1cccc(c1)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,9.494850022
DTO_03100154,FLT3,P36888,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,9.537602
DTO_03100124,EGFR,P00533,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OC4CCN(CC4)S(=O)(=O)C,9.602059991
DTO_03100430,PLK1,P53350,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,9.769551
DTO_03100345,MTOR,P42345,CCNc1ccc(cn1)c2nn(c3ccccc3C)c4c2C(C)Cc5nc(NC(=O)OC)sc45,9.886056648
DTO_03100170,GSG2,Q8TF76,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,10.22914799
DTO_03100430,PLK1,P53350,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,10.46852108
